row_id,EID,Title,Subject
1478,2-s2.0-105026860311,A Study on Vehicle Detection and Tracking Method Based on Fusion of YOLOv5s and DeepSORT,Information_Systems
1479,2-s2.0-105027901837,Detection of Diabetic Retinopathy Based On Machine Learning,Information_Systems
1480,2-s2.0-105027002270,'I Felt a Sense of Flow': Rendering Spatial Vector Information through Five-Finger Electrotactile Feedback,Information_Systems
1481,2-s2.0-105028834549,Enhancing Nursing Diagnosis Accuracy Using RAG and Llama 3.1,Information_Systems
1482,2-s2.0-105017605603,Auto-weighted graph tensor and rank-constrained bipartite graph fusion for multi-view clustering,Information_Systems
1483,2-s2.0-105017710925,Saliency and correlation learning for co-salient object detection,Information_Systems
1484,2-s2.0-105027818649,A user preference prediction model based on multimodal data fusion for Xiaohongshu information matching,Information_Systems
1485,2-s2.0-105027779099,Fault analysis method for power equipment based on multimodal large model,Information_Systems
1486,2-s2.0-105026973470,MFQS: A Multidimensional Visual Rating System,Information_Systems
1487,2-s2.0-105027852563,Laser system for mapping and classification of 2-D Jones-matrix elements in the diagnosis of intestinal parenchymal tissues,Information_Systems
1488,2-s2.0-105022659835,Real-time and explainable rock mass classification under imbalanced tunnel boring machine data using hybrid resampling and ensemble learning,Information_Systems
1489,2-s2.0-105029680316,User influence identification and heterogeneity analysis on online social networks using causal inference; [基于因果推断的在线社交网络用户影响力识别及异质性分析],Information_Systems
1490,2-s2.0-105027175107,A Real-Time Pipeline for Digital-Twin Object Composition in Driving Videos using SAM2 and Adaptive Illumination,Information_Systems
1491,2-s2.0-105017420776,Explore Unicin Milvus Optimization-based Scale Invariant Signal interference Noise loss enabled Cycle Generative Adversarial Network for audio source separation,Information_Systems
1492,2-s2.0-105027179826,The Hidden Threat in Plain Text: Attacking RAG Data Loaders,Information_Systems
1493,2-s2.0-105017004387,Unlocking few-shot wind speed prediction through a novel end-to-end transfer learning paradigm based on decomposition and gating information fusion,Information_Systems
1494,2-s2.0-105028477000,"A Systematic Review of Functional Requirements, Modelling Practices, and Validation Strategies in IoT Application Development",Information_Systems
1495,2-s2.0-105028665740,A Novel Sample-Based Best Response Dynamics for SolvingNash Equilibrium in Continuous Games,Information_Systems
1496,2-s2.0-105028833560,"The ""Silent"" Failures of Scoring CDSS: Challenge in Detecting Malfunctions",Information_Systems
1497,2-s2.0-105028707225,Exploring Student Perceptions of In-Class Interactive Activities in Post-Secondary Information Technology Courses,Information_Systems
1498,2-s2.0-105028558441,Binary Image Classification Using KNN Optimized with Mahalanobis Distance,Information_Systems
1499,2-s2.0-105027039882,Research on Construction of New Media ICH User Portraits and Personalized Communication Based on Machine Learning Algorithms,Information_Systems
1500,2-s2.0-105028699847,A Sustainable Service-Learning Outreach Model for Improving Student Success and Broadening Participation in Computing,Information_Systems
1501,2-s2.0-105028523598,Dynamic Sentiment Analysis on the Emergence of Pre-Trained Generative Model-Based Applications in Indonesia,Information_Systems
1502,2-s2.0-105027088840,Research on Grid Investment Capacity Prediction Based on Grey System Model,Information_Systems
1503,2-s2.0-105027064419,A Pre-training Language Model for Aviation Manufacturing based on Nearest Neighbor DistillationA Pre-training Language Model for Aviation Manufacturing,Information_Systems
1504,2-s2.0-105027104138,The impact of various in-vehicle human-machine interface (HMI) information on automated driver takeover performance in scenarios where straight driving encounters obstacles,Information_Systems
1505,2-s2.0-105027382346,A TWO-LAYER MODEL TO DETECTING FALSIFIED INFORMATION USING NEURAL NETWORKS IN SOCIALLY ORIENTED SYSTEMS; [ДВОШАРОВА МОДЕЛЬ ДЛЯ ВИЯВЛЕННЯ ФАЛЬСИФІКОВАНОЇ ІНФОРМАЦІЇ З ВИКОРИСТАННЯМ НАЇВНОГО БАЄСІВСЬКОГО КЛАСИФІКАТОРА В СОЦІАЛЬНО ОРІЄНТОВАНИХ СИСТЕМАХ],Information_Systems
1506,2-s2.0-105029359724,Arabic Question Generation Based on the Arabic Language's Structural Characteristics; [توليد الأسئلة باللغة العربية بناءً على الخصائص الهيكلية للغة العربي ة],Information_Systems
1507,2-s2.0-105028514401,HCC: A Hierarchical Chart Captioning Model for Enhanced Accessibility of Chart Data for Visually Impaired Users,Information_Systems
1508,2-s2.0-105027146939,Providing Information About Implemented Algorithms Improves Program Comprehension: A Controlled Experiment,Information_Systems
1509,2-s2.0-105027098752,Enhancing Question Answering for Low-Resource Languages: The Case of Kazakh Language,Information_Systems
1510,2-s2.0-105027072145,A Risk Assessment Model for Overtaking Behavior Based on Air-Ground Dual Perspectives,Information_Systems
1511,2-s2.0-105027074562,Dogs Go Pods: Context-dependent Access Control Rules for Sharing Personal Data of Humans and Pets,Information_Systems
1512,2-s2.0-105026949203,Classification of noisy histopathology images with Bayesian and ensemble deep learning,Information_Systems
1513,2-s2.0-105028730468,Teaching GenAI Readiness: Secure AI Adoption for Small Businesses,Information_Systems
1514,2-s2.0-105027192903,FedSynthesis: A Flower-based Framework for Carbon-Reduced Federated Learning,Information_Systems
1515,2-s2.0-105028501139,Optimized Dimensionality Reduction Using Metaheuristic and Class Separability,Information_Systems
1516,2-s2.0-105020386551,Heuristic-Enhanced ILP Process Discovery With Multidimensional Dependency Filtering,Information_Systems
1517,2-s2.0-105026750932,RuBookSum: Dataset for Russian Literature Abstractive Summarization,Information_Systems
1518,2-s2.0-105027873470,Evaluating interoperability and data quality in FHIR-based AI assessment pipelines,Information_Systems
1519,2-s2.0-105027459383,INTEGRAL SURVIVABILITY METRIC OF AN INFORMATION SYSTEM ON A MOBILE PLATFORM UNDER FUNCTIONAL CASCADING AND SECONDARY FAILURES; [ІНТЕГРАЛЬНА МЕТРИКА ЖИВУЧОСТІ ІНФОРМАЦІЙНОЇ СИСТЕМИ НА МОБІЛЬНІЙ ПЛАТФОРМІ В УМОВАХ КАСКАДНИХ І ВТОРИННИХ ФУНКЦІОНАЛЬНИХ ЗБОЇВ],Information_Systems
1520,2-s2.0-105017121427,A diffusion model using semantic and sketch information for anomaly detection,Information_Systems
1521,2-s2.0-105030019931,Benchmarking Vectorized Building Footprint Extraction from Very High Resolution Aerial Imagery,Information_Systems
1522,2-s2.0-105026974993,Query-Guided Spatial Localization with Multimodal Large Language Models,Information_Systems
1523,2-s2.0-105026995574,UWBike: Global Bicycle Positioning System Using a Single Ultra-Wideband Reference Point,Information_Systems
1524,2-s2.0-105027772496,Design of CNC adjustable switching power supply,Information_Systems
1525,2-s2.0-105018583358,Dynamic integration of preference and knowledge status for knowledge concept recommendation,Information_Systems
1526,2-s2.0-105020569420,Efficient template-separable hierarchical transformer tracking for edge computing,Information_Systems
1527,2-s2.0-105027053895,Nexa: A Context-Aware Assistant for Service Recommendation on Smartphones,Information_Systems
1528,2-s2.0-105026984792,Dynamic Portfolio Optimization with Data-Aware Multi-Agent Reinforcement Learning and Adaptive Risk Control,Information_Systems
1529,2-s2.0-105017417473,A novel decomposition-prediction hybrid model improved by dual-channel cross-attention mechanism for short-term wind speed prediction,Information_Systems
1530,2-s2.0-105027128349,From Questions to Insights: Exploring XAI Challenges Reported on Stack Overflow Questions,Information_Systems
1531,2-s2.0-105020372656,Unified lookup tables: training foundation models on encoded data,Information_Systems
1532,2-s2.0-105017846701,Dynamic event-based asymptotic tracking and vibration control for constrained flexible manipulator systems with intermittent faults,Information_Systems
1533,2-s2.0-105030106360,CityJSON LOD3.3 Enrichment Using Zero-Shot Learning on Mobile Mapping Data,Information_Systems
1534,2-s2.0-105026977912,Mitigating Null-Class Dominance in Multiclass Inertial-Based Activity Recognition: HASCA-WEAR Challenge - A Technical Report of Team HARMA,Information_Systems
1535,2-s2.0-105021380819,Physics-guided dual implicit neural representations for source separation,Information_Systems
1536,2-s2.0-105027208283,Modeling Anomaly Detection in Cloud Services: Analysis of the Properties that Impact Latency and Resource Consumption,Information_Systems
1537,2-s2.0-105027756157,Optical signal characteristics analysis of gas insulated partial discharge,Information_Systems
1538,2-s2.0-105018581068,scAFGCC: An augmentation-free graph contrastive clustering method for scRNA-seq data analysis,Information_Systems
1539,2-s2.0-105027053782,The Impact of Time Dilation on Ground Level Muons: Experimental and Analytical Analysis,Information_Systems
1540,2-s2.0-105027052452,Enhanced RF-Based Localization for Mobile Targets,Information_Systems
1541,2-s2.0-105026447841,MixLoRA: An Efficient Multi-Tenant Framework for Concurrently Serving Diverse LoRA Models in Large Language Models,Information_Systems
1542,2-s2.0-105030367339,Prospects for Using Blockchain-Based Mobile Apps in Employee Performance Evaluation,Information_Systems
1543,2-s2.0-105027015756,A Multi-Agent LLM Network for Suggesting and Correcting Human Activity and Posture Annotations,Information_Systems
1544,2-s2.0-105029483779,The Retrieval-Augmented Pedagogical Assistant (RAPA): A Methodology for Enhancing Critical Thinking and Equity in AI-Augmented Education,Information_Systems
1545,2-s2.0-105027152587,Automatic Classification of Software Repositories: a Systematic Mapping Study,Information_Systems
1546,2-s2.0-105026564820,Design of an intelligent management system for sports venues based on Internet of Things technology,Information_Systems
1547,2-s2.0-105022174276,Redundancy-aware masked graph autoencoder for overlapping community detection in attributed networks,Information_Systems
1548,2-s2.0-105020568317,Signal-to-noise ratio guided noise adaptive network via Dual-domain collaboration for low-light image enhancement,Information_Systems
1549,2-s2.0-105029662930,A B2C product-sharing platform whether can benefit from adding a sales channel?; [B2C 产品共享平台是否可以从增加销售渠道中获益?],Information_Systems
1550,2-s2.0-105012623355,A reliability model for electric vehicle routing problem under charging failure risk,Information_Systems
1551,2-s2.0-105018663285,Per-FedAHM: Adaptive historical memory-driven personalized federated learning,Information_Systems
1552,2-s2.0-105028452266,AI-Based Framework for Automated Cell Cleavage Detection and Timing in Embryo Time-Lapse Videos,Information_Systems
1553,2-s2.0-105021353307,Privacy-Preserving Hierarchical Federated Learning With Front-Loaded Differential Privacy Mechanism,Information_Systems
1554,2-s2.0-105023470757,Variational adversarial negative sampling for multimodal knowledge graph completion,Information_Systems
1555,2-s2.0-105022706983,Optimal Sampling Rate Selection for Parallel Hybrid Sampling Framework of Imbalanced Data Classification,Information_Systems
1556,2-s2.0-105019979346,Intelligent traffic accident detection system in complex dynamic scenarios based on the dual-stream spatiotemporal-fusion model,Information_Systems
1557,2-s2.0-105026942857,ResEnc Net: A multicontext attention and efficient feature fusion network for kidney and tumor segmentation,Information_Systems
1558,2-s2.0-105027898741,Optimization of cell annotation process: combining manual and automatic labeling in biomedical data analysis optoelectronic systems,Information_Systems
1559,2-s2.0-105026858894,A Machining Feature Recognition Algorithm for Models with Fragmented Surfaces Based on Attributed Adjacency Graphs,Information_Systems
1560,2-s2.0-105026974421,TaskWise: Enhancing Cognitive Performance in Task Management through Interactive Detail Enrichment,Information_Systems
1561,2-s2.0-105026969195,LLM Powered Memory Consolidation for Ubiquitous Computing,Information_Systems
1562,2-s2.0-105027565689,An Agent-Based Decision Fusion Regression Model for Analyzing Cyberspace Users' Engagement in Informatics Blogs,Information_Systems
1563,2-s2.0-105020007755,Hierarchical Bidirectional Transition Dispersion Entropy-based Lempel–Ziv complexity and its application in fault diagnosis,Information_Systems
1564,2-s2.0-105028480845,Implementation of Hybrid Channel-Aware Prioritization (HCAP) Scheduler for a Multi-User MIMO System in 5G Communication,Information_Systems
1565,2-s2.0-105027130677,"Hierarchical deep learning framework for continuous, state-aware visual glitch detection in games",Information_Systems
1566,2-s2.0-105022239169,Simulation-driven deep learning for rebar clutter elimination in ground-penetrating radar images to detect backfill grout defects in segment linings,Information_Systems
1567,2-s2.0-105028527633,TransAneu-Net: A Hybrid Radiomics and Contrastive Deep Learning Framework for Automated Brain Aneurysm Diagnosis,Information_Systems
1568,2-s2.0-105026965837,YOLOv8-FSRT: A Wheat Head Detection and Counting Model Based on the RT-DETR Decoder,Information_Systems
1569,2-s2.0-105007449521,Exploring the impacts of artificial intelligence interventions on providers’ practices: perspectives from a rural medical center,Information_Systems
1570,2-s2.0-105028611151,Optimizing Path Planning in Four-Way Shuttle Systems with a Secondary Network and Improved ACO,Information_Systems
1571,2-s2.0-105028485286,A Soft and Hard Mixture-of-Experts Approach for Improved ADR Extraction from Patient-Generated Narratives,Information_Systems
1572,2-s2.0-105026962178,Identifying Helpful Context for LLM-based Vulnerability Repair: A Preliminary Study,Information_Systems
1573,2-s2.0-105018090207,Towards explainable trajectory classification: A segment-based perturbation approach,Information_Systems
1574,2-s2.0-105027015977,Open your Eyes: Blink-induced Change Blindness while Reading,Information_Systems
1575,2-s2.0-105027732162,Q-Learning based Localization Algorithm for Smart Agriculture in WSN-assisted IoT,Information_Systems
1576,2-s2.0-105027881058,Information optic-electronic system for analysing pulse signals for early diagnosis of cardiovascular pathologies,Information_Systems
1577,2-s2.0-105027089762,Interactive Knowledge Gardening: AI-Augmented Exploration in Immersive 3D Environments,Information_Systems
1578,2-s2.0-105027791810,Intelligent manufacturing human-computer collaboration system based on brain-computer interface (BCI),Information_Systems
1579,2-s2.0-105027022393,TriRank: A Cognitive-Inspired Three-Layer Adaptive Reranking Framework,Information_Systems
1580,2-s2.0-105019943417,Optimizing agricultural order fulfillment systems: A hybrid tree search approach,Information_Systems
1581,2-s2.0-105022498366,Large-Scale Multi-Objective Dual-Population Co-Evolutionary Algorithm Based on Decision Variable Boundary Penalty,Information_Systems
1582,2-s2.0-105020373273,Automated Abnormality Diagnosis in Musculoskeletal Radiographs Using a Two-Stage CNN Method,Information_Systems
1583,2-s2.0-105028572928,Impact of Climate Change on Animal Diseases Based on Machine Learning,Information_Systems
1584,2-s2.0-105027785015,Establishment of information services for online transportation platforms based on user experience mapping in the context of digital intelligence,Information_Systems
1585,2-s2.0-105027208535,That's not you! Applying Neural Networks to Risk-Based Authentication to Detect Suspicious Logins,Information_Systems
1586,2-s2.0-105017684272,A lightweight self-attention metric network for bird species recognition in intelligent bird repellent equipment,Information_Systems
1587,2-s2.0-105021643336,Personalization-Based Adaptation for Privacy Federated Recommendation,Information_Systems
1588,2-s2.0-105020385706,An AI-Enabled Privacy-Preserving Federated Learning Framework of Hybrid bi-LSTM-RNN-CNN for Deep Intelligent Intrusion Detection in Fog Computing in the IoT Domain,Information_Systems
1589,2-s2.0-105027087698,One-Class Classifier-based Incremental Learning Method to Personalize Multi-Class Human Activity Recognition Models from Streaming Data,Information_Systems
1590,2-s2.0-105026391127,Mk-Means: Improving Partition-Based Clustering With Optimized Centroid Initialization,Information_Systems
1591,2-s2.0-105020827685,An Enhanced Video Forgery Detection Using BiLSTM With HOG and LBP Features,Information_Systems
1592,2-s2.0-105027033030,MagiaSVS: Singing Voice Synthesis with Lyrics and Pitch Guidance via a Unified-Modal Large Language Model,Information_Systems
1593,2-s2.0-105027196338,Deep learning-enabled forest fire detection: Yolov8 optimization via multiscale feature alignment and false alarm suppression,Information_Systems
1594,2-s2.0-105028521592,AI-Powered Architecture Refactoring: From Legacy Systems to Modern Patterns An Initial Case Study with LLM and CQRS,Information_Systems
1595,2-s2.0-105027065200,10$th$ International Workshop on Mental Health and Well-being: From Research to Practice in Mental Healthcare,Information_Systems
1596,2-s2.0-105026859048,Building a Datasets for Character Product Detection from SNS,Information_Systems
1597,2-s2.0-105028497498,AI Readiness as a Pathway to Sustainable Competitiveness in Tourism Transport: Evidence from an Integrative SEM Model,Information_Systems
1598,2-s2.0-105033649118,Including the voice of the patient in healthcare: new models for health and design; [Incluindo a voz do paciente no cuidado em saúde: novos modelos para saúde e design],Information_Systems
1599,2-s2.0-105026659259,Adaptive Gated Multi-Head Hypergraph Network for Price-Aware Session-based Recommendation,Information_Systems
1600,2-s2.0-105020756277,A Privacy Protection Method for Trustworthy Traceability of Rice Supply Chain Based on Blockchain and Multilayer Encryption,Information_Systems
1601,2-s2.0-105017968890,Integrating multimodal biophysical features with hybrid deep learning for ribonucleic acid secondary structure prediction,Information_Systems
1602,2-s2.0-105029369974,Adaptive Graph Convolution Deep Learning Model for Multilingual Hand Sign Recognition with Texture and Frequency-Based Features,Information_Systems
1603,2-s2.0-105027195480,Online Incident Response Planning under Model Misspecification through Bayesian Learning and Belief Quantization,Information_Systems
1604,2-s2.0-105027162227,Samurai: Slash Your Decentralized Storage,Information_Systems
1605,2-s2.0-105027075356,Identification and Development Trend of Technologies of Smart City Information Security Based on Patent Mining in China,Information_Systems
1606,2-s2.0-105027906342,Person re-identification in images based on a conditional hypermodel,Information_Systems
1607,2-s2.0-105026337871,Learning to detect continuous gravitational waves: an open data-analysis competition,Information_Systems
1608,2-s2.0-105028685837,Trusting the Machine: University Faculty Perspectives on AI in Information Technology Education,Information_Systems
1609,2-s2.0-105028815864,Learning Description Logic descriptions for the Pathway Ontology classes,Information_Systems
1610,2-s2.0-105027884787,Fuzzy neural network method for assessing the effectiveness of odontogenic phlegmons treatment of the maxillofacial region,Information_Systems
1611,2-s2.0-105019058227,Multi-modal ensemble framework of convolutional neural networks and transformers for visual intent detection using explainable artificial intelligence,Information_Systems
1612,2-s2.0-105020266477,A novel hybrid liquid neural network with time dependent neuromorphic and transformer encoder based reservoir dynamics for respiratory sound classification,Information_Systems
1613,2-s2.0-105026569353,Decoding Auditory Neural Representation Based on SERF-MEG and EEG,Information_Systems
1614,2-s2.0-105027758640,Alarm management and analysis application for power grid automation systems based on cloud-edge integration,Information_Systems
1615,2-s2.0-105028578015,Design and Implementation of Intelligent Monitoring System for Ship Wharfs,Information_Systems
1616,2-s2.0-105027115005,Skewness-Guided Pruning of Multimodal Swin Transformers for Federated Skin Lesion Classification on Edge Devices,Information_Systems
1617,2-s2.0-105028634044,A Multimodal RAG Framework for Housing Damage Assessment: Collaborative Optimization of Image Encoding and Policy Vector Retrieval,Information_Systems
1618,2-s2.0-105027278556,Tuning into my heart through wearables: Towards a formal cardiac digital twin,Information_Systems
1619,2-s2.0-105026939368,Towards the Machine Learning methods for recognizing the security gap patterns in the code - literature review,Information_Systems
1620,2-s2.0-105027142974,Image dehazing based on depth fusion and agent attention mechanism,Information_Systems
1621,2-s2.0-105026991743,Design of an Intelligent Human Resource Management Platform Based on Data Mining and Privacy Computing,Information_Systems
1622,2-s2.0-105026653931,An Efficient Spark-Based Framework for E-Commerce Data Analysis and Processing,Information_Systems
1623,2-s2.0-105026859150,Design and Implementation of Automatic Classification System for Small Irregular Objects Based on Low-cost Machine Vision Module and Robotic Arm,Information_Systems
1624,2-s2.0-105026455770,AI Assistants to Enhance and Exploit the PETSc Knowledge Base,Information_Systems
1625,2-s2.0-105027021277,A Flexible Smart Insole Enabling Real-Time Gait Visualization and Phase Recognition,Information_Systems
1626,2-s2.0-105018458714,Enhancing Text-to-SQL generation with language sequential consistency,Information_Systems
1627,2-s2.0-105028919517,A Voice-based triage for Type 2 Diabetes using a Conversational Virtual Assistant in the Home Environment: Voice-based triage for Type 2 diabetes using seven non-identifiable acoustic biomarkers collected via a home virtual assistant,Information_Systems
1628,2-s2.0-105027090753,Forecasting Technological Frontiers: A Hybrid Approach Integrating Topic Modeling and Deep Learning for the Smart Senior Care Industry,Information_Systems
1629,2-s2.0-105027148153,HybridVFL: Disentangled Feature Learning for Edge-Enabled Vertical Federated Multimodal Classification,Information_Systems
1630,2-s2.0-105017425804,Dynamic vision-based machine vibration sensing and fault diagnosis with signal alignment and feature clustering,Information_Systems
1631,2-s2.0-105017419360,"Driver risk classification for transportation safety: A machine learning approach using psychological, physiological, and demographic factors with driving simulator",Information_Systems
1632,2-s2.0-105020381264,Knowledge extraction and alignment for mine ventilation: A knowledge graph construction framework based on large language models,Information_Systems
1633,2-s2.0-105026674576,A data-driven biology-based network model reproduces C. elegans premotor neural dynamics,Information_Systems
1634,2-s2.0-105025370268,Molecular Properties in Quantum-Classical Auxiliary-Field Quantum Monte Carlo: Correlated Sampling with Application to Accurate Nuclear Forces,Information_Systems
1635,2-s2.0-105027136008,Unsupervised Term Extraction in Highly Technical Domains: Models and Datasets for Low-Resource Kazakh and English Languages,Information_Systems
1636,2-s2.0-105026998443,Engineer Cradle: LLM-Driven Digital Twin System for Personalized Learning and Lab Management in EEE,Information_Systems
1637,2-s2.0-105027082806,Beyond Sound: The First Workshop on Intelligent Acoustic Sensing on Wearables,Information_Systems
1638,2-s2.0-105027754389,Design of full-coverage path planning and obstacle avoidance algorithm for autonomous cleaning vehicles,Information_Systems
1639,2-s2.0-105027059913,CTG-Insight: A Multi-Agent Interpretable LLM Framework for Cardiotocography Analysis and Classification,Information_Systems
1640,2-s2.0-105027220225,Oops!... They Stole it Again: Attacks on Split Learning,Information_Systems
1641,2-s2.0-105026939081,Detecting Malicious Source Code in PyPI Packages with LLMs: Does RAG Come in Handy,Information_Systems
1642,2-s2.0-105028568638,"Relationship Management System: A Data-Driven Framework for Modeling, Monitoring, and Restoring Human–AI Relationships",Information_Systems
1643,2-s2.0-105026559614,Research on Modeling Method for Unmanned Devices Based on OpenHarmony,Information_Systems
1644,2-s2.0-105028485595,Improving YOLO11 Architecture for Reckless Driving Detection on the Road,Information_Systems
1645,2-s2.0-105029405130,"Harnessing Renewable Energy for Special Events Using Image processing, Remote Sensing and GIS techniques; [تسخير الطاقة المتجددة للمناسبات الخاصة باستخدام تقنيات معالجة الصور والاستشعار عن بعد ونظم المعلومات الجغ ا رفي ة]",Information_Systems
1646,2-s2.0-105028873834,"Multi-Level Explainable AI for ECG-Based Atrial Fibrillation Detection: Exploring LIME, SHAP, and Grad-CAM for Clinical Interpretation",Information_Systems
1647,2-s2.0-105027150773,Protocol-to-Model Translation Framework: Enabling Mathematically Tractable TCP Models for Autonomic Controller Design,Information_Systems
1648,2-s2.0-105028647495,Research on Digitalization of Clothing Style Design Components and Database Construction Based on Artificial Intelligence,Information_Systems
1649,2-s2.0-105027777799,Exploring intelligent identification and sorting lines for used and waste mobile phones,Information_Systems
1650,2-s2.0-105023141632,A Multi-Domain Patch-Differentiated Transformer for vehicle re-identification,Information_Systems
1651,2-s2.0-105027803230,Interpretation and test results analysis of DC charging pile control and guidance circuit standard for electric vehicles,Information_Systems
1652,2-s2.0-105029405133,Effect of graphene nanoparticles on the histological structure of seminal vesicles of male albino mice; [تأثير الجسيمات النانوية للك ا رفين في التركيب النسجي للحويصلات المنوية في ذكور الفئ ا رن البيض],Information_Systems
1653,2-s2.0-105027077217,SORA-SORT: A Simple Occlusion Risk-Aware Framework for Multi-Object Tracking,Information_Systems
1654,2-s2.0-105018176980,Coordinate descent for top-k multi-label feature selection with pseudo-label learning and manifold learning,Information_Systems
1655,2-s2.0-105027994188,EVALUATION OF THE EFFICIENCY OF LARGE LANGUAGE MODELS FOR EXTRACTING ENTITIES FROM UNSTRUCTURED DOCUMENTS,Information_Systems
1656,2-s2.0-105017431487,Deep reinforcement learning-tuning hierarchical vehicle trajectory tracking framework based on improved kinematic model predictive control,Information_Systems
1657,2-s2.0-105027755342,Performance evaluation of 5G cellular network positioning: analysis of non-ideal characteristics and error sources,Information_Systems
1658,2-s2.0-105027187702,Improved Labeling of Security Defects in Code Review by Active Learning with LLMs,Information_Systems
1659,2-s2.0-105027059802,POCKET-MIND: Personalized LLM-based Journaling to Support Emotional Awareness and Goal Pursuit,Information_Systems
1660,2-s2.0-105027059924,Towards Capturing the Therapeutic Effects of Music in Everyday Life: Building the Beats Dataset,Information_Systems
1661,2-s2.0-105027023559,Thou Shalt Not Prompt: Zero-Shot Human Activity Recognition in Smart Homes via Language Modeling of Sensor Data & Activities,Information_Systems
1662,2-s2.0-105027090335,Color stripe projection reconstruction based on deep learning,Information_Systems
1663,2-s2.0-105017421693,Model-based pre-compensator design for piezoelectric actuators based on physics guided neural network and physics-precision balanced training,Information_Systems
1664,2-s2.0-105018576082,DRLCCI: A hybrid fusion network leveraging disentangled representation learning and cross-modal collaborative interaction for multi-modal sentiment analysis,Information_Systems
1665,2-s2.0-105020387816,Enhancing Retinal Disease Detection With the Swin Transformer: A Comprehensive Comparative Analysis,Information_Systems
1666,2-s2.0-105026556579,Design of students' emotion analysis system based on GPT,Information_Systems
1667,2-s2.0-105018049816,RCMFDUN: Deep unfolding network with range-nullspace decomposition and multi-scale feature fusion for high-fidelity compressed sensing,Information_Systems
1668,2-s2.0-105027807825,Monitoring and management of prefabricated building construction process based on BIM and Internet of Things,Information_Systems
1669,2-s2.0-105026556004,Automated Log Data Analysis and Anomaly Detection Method in Intelligent Operations and Maintenance Systems,Information_Systems
1670,2-s2.0-105026930482,Towards Requirements Engineering for RAG Systems,Information_Systems
1671,2-s2.0-105027765582,Exploration of efficient video compression paths based on substation video surveillance systems,Information_Systems
1672,2-s2.0-105027214915,Effectiveness of Combinatorial Interaction Testing in Test Automation - An Industrial Case Study,Information_Systems
1673,2-s2.0-105025454526,Rapid and Accurate Protein Structure Database Search Using Inverse Folding Model and Contrastive Learning,Information_Systems
1674,2-s2.0-105027142824,Large Language Models for API Classification: An Explorative Study,Information_Systems
1675,2-s2.0-105027733793,Performance Optimization of Web Crawlers via Parallel and Asynchronous Processing,Information_Systems
1676,2-s2.0-105027139774,Middleware Systems for Efficient and Robust Distributed Machine Learning,Information_Systems
1677,2-s2.0-105029077469,From Bits to Qubits: Comparative Insights into Classical and Quantum Computing Systems,Information_Systems
1678,2-s2.0-105027159222,Designing a Custom Chaos Engineering Framework for Enhanced System Resilience at Softtech,Information_Systems
1679,2-s2.0-105028473241,Deep Learning Approach for Solar Radiation Forecasting in a Tropical Region Using LSTM Networks,Information_Systems
1680,2-s2.0-105027025960,Characterising Parkinson's Disease-like Walking Using Wrist-worn Accelerometers,Information_Systems
1681,2-s2.0-105030922743,Enhanced Mobile GC Vit Architecture for Efficient Image Classification with Application to Plant Disease Detection,Information_Systems
1682,2-s2.0-105026934726,Recommendation systems in e-commerce applications with machine learning methods,Information_Systems
1683,2-s2.0-105026454772,Provenance Tracking in Large-Scale Machine Learning Systems,Information_Systems
1684,2-s2.0-105026944401,IoT-AI Security for Dynamic Data-driven Environments,Information_Systems
1685,2-s2.0-105027221896,Reflection on Code Contributor Demographics and Collaboration Patterns in the Rust Community,Information_Systems
1686,2-s2.0-105016562617,A Compound-Eye-Inspired Multi-Scale Neural Architecture with Integrated Attention Mechanisms,Information_Systems
1687,2-s2.0-105029975438,Research on corporate bonds pricing based on machine learning and characteristic parameterization; [基于机器学习和特征参数化的公司债定价研究],Information_Systems
1688,2-s2.0-105027118601,Improved YOLOv8n obstacle detection algorithm for blind areas,Information_Systems
1689,2-s2.0-105028722776,AI Agents Assisted Platform for Secure Quantum-Classical Networking Education,Information_Systems
1690,2-s2.0-105026858010,Evolutionary Train-Test Split for Hierarchical Monte Carlo Ensemble,Information_Systems
1691,2-s2.0-105026860218,Ontology-Based Automatic Geometric Tolerance Evaluation Method for Hole-Shaft Parts,Information_Systems
1692,2-s2.0-105026598195,Machine Learning Based Method for Acoustic Recognition of Anthropogenic Underground Voids,Information_Systems
1693,2-s2.0-105020375861,Leveraging Large Language Models for Feature Selection in Drug Recommendation Systems,Information_Systems
1694,2-s2.0-105028499841,MTML 1.0: A Novel Interlingua Knowledge Representation Model for Machine Translation,Information_Systems
1695,2-s2.0-105021839218,Cross-Dialect Emotion Recognition for Miners Based on Speech Feature Decoupling,Information_Systems
1696,2-s2.0-105019673117,Dynamic token sampling for efficient unmanned aerial vehicles transformer tracking,Information_Systems
1697,2-s2.0-105028642949,Multimodal action recognition method based on dynamic spa-tio-temporal enhancement,Information_Systems
1698,2-s2.0-105026443753,Exploring Nonlinear Driving Mechanism of Urban System Resilience in Rapidly Urbanizing Shenzhen via Interpretable Machine Learning Models,Information_Systems
1699,2-s2.0-105026660265,Data-driven multiscale modeling for correcting dynamical systems,Information_Systems
1700,2-s2.0-105026448875,A Method for Fine-Grained Sentiment Analysis with Dynamic Weight Fusion Integrating Random Forest,Information_Systems
1701,2-s2.0-105026555694,Spatio-temporal Attention-Time Series Indoor Localization Method Based on CSI,Information_Systems
1702,2-s2.0-105026452696,Bundled for Success: A WfBench-Driven Assessment of Texera,Information_Systems
